pct,org_code,org_name,org_type,chem_sub,bnf_name,quantity_per_item,jan_2020_items,jan_2021_items
10R,10R,NHS PORTSMOUTH CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,198.0,0,1
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,198.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,198.0,0,1
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,198.0,0,1
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,198.0,1,0
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,198.0,0,1
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,198.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,198.0,1,0
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,198.0,1,0
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,198.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,199.0,0,1
DNE,DNE,COMPASS,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,3,0
11N,11N,NHS KERNOW CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,5,1
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,12,9
05L,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,1
RY3,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 10mg/ml oral solution sugar free,200.0,0,1
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,14,11
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
04V,04V,NHS WEST LEICESTERSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
11X,11X,NHS SOMERSET CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
00N,00N,NHS SOUTH TYNESIDE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,0
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,6,3
15F,15F,NHS LEEDS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,6,4
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,2,3
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,0
07T,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
13T,13T,NHS NEWCASTLE GATESHEAD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
15A,15A,NHS BERKSHIRE WEST CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,0
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,2,11
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,4,2
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,5,0
NR5,NR5,LIVEWELL SOUTHWEST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,5,8
114,114,STOCKTON-ON-TEES BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,5,1
05Y,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
00Y,00Y,NHS OLDHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,4
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,8,5
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,7,6
04C,04C,NHS LEICESTER CITY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,5,4
DG3,DG3,THE FORWARD TRUST,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,11,1
99E,99E,NHS BASILDON AND BRENTWOOD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,2,0
110,110,SUNDERLAND CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,4,6
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,7
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,13,5
11A,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Naltrexone hydrochloride,Naltrexone 5mg/5ml oral suspension,200.0,1,0
R1A,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,1
107,107,NEWCASTLE CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,7,10
08F,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,2
15D,D4U1Y,NHS FRIMLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,1
26A,26A,NHS NORFOLK AND WAVENEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,21,12
03H,03H,NHS NORTH EAST LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
216,216,NORTH EAST LINCOLNSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,7
08V,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,3
00N,00N,NHS SOUTH TYNESIDE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
ARG,ARG,WESTMINISTER DRUG PROJECT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,8,7
RCE,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
AKV,AKV,SWANSWELL CHARITABLE TRUST,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,3,0
09A,W2U3Z,NHS NORTH WEST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,1
ARF,ARF,ST WILFRID'S HOSPICE,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,49,32
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,1
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,5,4
03N,03N,NHS SHEFFIELD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,14,6
15N,15N,NHS DEVON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,3
01K,01K,NHS MORECAMBE BAY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
DLA,DLA,CRANSTOUN,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,3,4
03H,03H,NHS NORTH EAST LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,3,2
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,2
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,6,6
RXE,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,19,3
117,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,11,0
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,0
15M,15M,NHS DERBY AND DERBYSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
11J,11J,NHS DORSET CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
14Q,14Q,MIDLANDS - H&J COMMISSIONING HUB,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,2
218,218,NORTH YORKSHIRE COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,12,6
18C,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,1
01H,01H,NHS NORTH CUMBRIA CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,6,2
01J,01J,NHS KNOWSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,0,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,7,4
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,26,8
78H,78H,NHS NORTHAMPTONSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,1
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,1
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,103,76
14Y,14Y,NHS BUCKINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
00L,00L,NHS NORTHUMBERLAND CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,1
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,9,6
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,1,0
00Q,00Q,NHS BLACKBURN WITH DARWEN CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,0
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Naltrexone hydrochloride,Naltrexone 5mg/5ml oral suspension,200.0,1,0
16C,16C,NHS TEES VALLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,1
14T,14T,SOUTH WEST - H&J COMMISSIONING HUB,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,1
704,704,LONDON BOROUGH OF HACKNEY,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,6,0
03W,03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,2
NI3,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,4
615,615,WEST BERKSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,1
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
99A,99A,NHS LIVERPOOL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,9,8
07T,A3A8R,NHS NORTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,1
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,17,15
AKQ,AKQ,DELPHI MEDICAL LTD,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,3
01X,01X,NHS ST HELENS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,10,4
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,3,2
06H,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,1
DEC,DEC,THE SOCIETY OF ST JAMES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,12,4
36L,36L,NHS SOUTH WEST LONDON CCG,CCG,Buprenorphine hydrochloride,Buprenorphine 2mg sublingual tablets sugar free,200.0,1,0
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,6
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,4,0
615,615,WEST BERKSHIRE COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,3
RA9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
10Q,10Q,NHS OXFORDSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,5
02P,02P,NHS BARNSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,1
06A,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Naltrexone hydrochloride,Naltrexone 5mg/5ml oral suspension,200.0,1,1
AJ6,AJ6,HUMANKIND,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,2
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,8,5
02Y,02Y,NHS EAST RIDING OF YORKSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,3
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,1
116,116,DURHAM COUNTY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,11,7
06L,06L,NHS IPSWICH AND EAST SUFFOLK CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,2
71E,71E,NHS LINCOLNSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,3,1
15N,15N,NHS DEVON CCG,CCG,Naltrexone hydrochloride,Naltrexone 5mg/5ml oral suspension,200.0,1,1
DNE,DNE,COMPASS,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,6,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,6,7
76A,76A,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,3
00T,00T,NHS BOLTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,4
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,0
15F,15F,NHS LEEDS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,1
310,310,STOCKPORT METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,1
NL1,NL1,SPECTRUM COMMUNITY HEALTH - CIC,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,9,4
NI3,NI3,WE ARE WITH YOU,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,14,12
18C,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,10
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,1,0
04C,04C,NHS LEICESTER CITY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,17,16
97T,97T,SOUTH EAST - H&J COMMISSIONING HUB,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,1
15E,15E,NHS BIRMINGHAM AND SOLIHULL CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,0,1
01G,01G,NHS SALFORD CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,6,1
92G,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,1
212,212,LEEDS CITY COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,20,12
05N,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,2
70F,70F,NHS WEST SUSSEX CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
91Q,91Q,NHS KENT AND MEDWAY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,0
01J,01J,NHS KNOWSLEY CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,4
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,51,30
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,4,3
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,1,7
313,313,WIGAN METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,0,2
03F,03F,NHS HULL CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,1,1
NKI,NKI,TURNING POINT,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,28,13
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,2,2
03L,03L,NHS ROTHERHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,8,4
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,200.0,0,5
RXM,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,14,3
305,305,BURY METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,3,1
AA8,AA8,SMART CJS,INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,1
322,322,WARRINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,3,0
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,24,22
11X,11X,NHS SOMERSET CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml mixture,200.0,1,0
06T,06T,NHS NORTH EAST ESSEX CCG,CCG,Naltrexone hydrochloride,Naltrexone 5mg/5ml oral solution,200.0,1,1
112,112,MIDDLESBROUGH BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,4,2
01F,01F,NHS HALTON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,200.0,1,1
05L,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,4,0
93C,93C,NHS NORTH CENTRAL LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,3,1
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,1,0
14L,14L,NHS MANCHESTER CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,5,0
06N,06N,NHS HERTS VALLEYS CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution,200.0,2,0
211,211,KIRKLEES COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,201.0,1,0
DWA,DWA,EDP DRUG AND ALCOHOL SERVICES,INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,201.0,0,1
106,106,GATESHEAD METROPOLITAN BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,202.0,1,0
52R,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,1,0
72Q,72Q,NHS SOUTH EAST LONDON CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,1,0
RX4,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,5,0
10X,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,4,0
97R,97R,NHS EAST SUSSEX CCG,CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,1,0
RLY,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,TRUST,Methadone hydrochloride,Methadone 1mg/ml oral solution,203.0,0,2
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,203.0,1,5
117,117,DARLINGTON BOROUGH COUNCIL,LOCAL AUTH,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,1,0
NMS,NMS,"CHANGE, GROW, LIVE",INDEP SECTOR,Methadone hydrochloride,Methadone 1mg/ml oral solution,203.0,1,0
97R,97R,NHS EAST SUSSEX CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,203.0,2,0
15C,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",CCG,Methadone hydrochloride,Methadone 1mg/ml oral solution sugar free,203.0,0,3
05C,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,CCG,Methadone hydrochloride,Physeptone 1mg/ml oral solution sugar free,203.0,2,0
